,Path,Genre
54,Realism/vincent-van-gogh_woman-sewing-with-a-girl-1883.jpg,2
55,Romanticism/francisco-goya_the-duchess-of-alba-arranging-her-hair-1796.jpg,6
56,Impressionism/winston-churchill_winter-view-of-chartwell.jpg,4
57,Fauvism/walasse-ting_love-me-love-me-lady-with-red-hair-1975.jpg,5
58,Impressionism/james-ensor_old-lady-with-blue-shawl-the-artist-s-grandmother-1881.jpg,6
59,High_Renaissance/dosso-dossi_sts-john-and-bartholomew-with-donors-1527.jpg,7
60,Post_Impressionism/vincent-van-gogh_snowy-landscape-with-arles-in-the-background-1888.jpg,4
61,Impressionism/willard-metcalf_poppy-garden.jpg,4
62,Expressionism/balthus_princess-maria-volkonsky-at-the-age-of-twelve-1945.jpg,6
63,Expressionism/edvard-munch_by-the-roulette-1892.jpg,2
64,Realism/martiros-saryan_cliff-1945.jpg,8
65,Realism/jean-francois-millet_portrait-of-pauline-ono-1844.jpg,6
66,Impressionism/pierre-auguste-renoir_camille-monet-and-her-son-jean-in-the-garden-at-argenteuil-1874.jpg,6
67,Baroque/caravaggio_saint-francis-in-meditation(1).jpg,7
68,Romanticism/christen-kobke_the-garden-steps-leading-to-the-artist-s-studio-on-blegdammen-1845.jpg,4
69,Realism/ilya-repin_portrait-of-poet-prose-writer-translator-and-dramatist-sergei-mitrofanovich-gorodetsky-with-his-1914.jpg,6
70,Baroque/gerard-terborch_dispatch-1657.jpg,2
71,Realism/henri-matisse_not-identified.jpg,9
72,Early_Renaissance/fra-angelico_crucified-christ-1434.jpg,7
73,Northern_Renaissance/albrecht-durer_the-holy-family.jpg,7
74,Impressionism/camille-pissarro_the-tuilleries-gardens-morning-spring-sun.jpg,1
75,Post_Impressionism/maxime-maufra_the-beach-at-morgat-finistere-1899.jpg,4
76,Romanticism/jan-matejko_portrait-of-a-daughter-beata.jpg,6
77,Minimalism/mark-rothko_untitled-red-and-orange-on-salmon-1969.jpg,0
78,Baroque/rembrandt_beggar-man-and-woman-behind-a-bank.jpg,2
79,Symbolism/konstantinos-parthenis_portrait-of-p-papathanasiou.jpg,6
80,Northern_Renaissance/hieronymus-bosch_the-garden-of-earthly-delights-1516-12.jpg,7
81,Pop_Art/walter-battiss_one-way-street.jpg,6
82,Expressionism/egon-schiele_seated-woman-with-her-left-hand-in-her-hair-1914.jpg,6
83,Art_Nouveau_Modern/mstislav-dobuzhinsky_bridge-in-london(1).jpg,1
84,Art_Nouveau_Modern/franklin-carmichael_la-cloche-1939.jpg,4
85,Contemporary_realism/edward-hopper_paris-street.jpg,1
86,Impressionism/iosif-iser_parisian-promenade-1930.jpg,1
87,Impressionism/alfred-sisley_banks-of-the-loing-1896.jpg,4
88,Impressionism/william-james-glackens_nude-with-apple-1910.jpg,5
89,Ukiyo_e/ogata-gekko_print-from-series-women-s-customs-and-manners-1895.jpg,2
90,Romanticism/john-william-waterhouse_lady-violet-henderson-1907.jpg,6
91,Minimalism/frank-stella_untitled-1964.jpg,0
92,Minimalism/brice-marden_hydra-1981.jpg,0
93,Realism/ilya-repin_portrait-of-the-art-critic-vladimir-stasov-1873.jpg,6
94,Impressionism/mary-cassatt_ellen-with-bows-in-her-hair-looking-right.jpg,6
95,Realism/john-singer-sargent_isabella-stewart-gardner-1888.jpg,6
96,Expressionism/balthus_landscape-with-oxen-1942.jpg,4
97,Cubism/pablo-picasso_still-life-with-gobleet-1914.jpg,9
98,Post_Impressionism/gustave-loiseau_by-the-oise-river-1892.jpg,4
99,Abstract_Expressionism/richard-pousette-dart_inbalance-of-time-1992.jpg,0
100,Naive_Art_Primitivism/fernando-botero_the-dolorosa.jpg,7
101,Realism/pyotr-konchalovsky_volodya-by-the-river-1938.jpg,2
102,Expressionism/lyonel-feininger_in-a-village-near-paris-street-in-paris-pink-sky-1909.jpg,2
103,Naive_Art_Primitivism/marc-chagall_the-vision-of-moses-1968.jpg,7
104,Abstract_Expressionism/ralph-rosenborg_an-italian-landscape-with-trees-1966.jpg,0
105,Art_Nouveau_Modern/zinaida-serebriakova_portrait-of-a-ballerina-l-a-ivanova-1921.jpg,6
106,Abstract_Expressionism/john-ferren_rock-totems-1948.jpg,0
107,Realism/vincent-van-gogh_view-of-het-steen-1885-1.jpg,1
108,Abstract_Expressionism/paul-jenkins_not_detected_235718.jpg,0
109,Impressionism/edgar-degas_after-the-bath-2.jpg,5
110,Impressionism/john-singer-sargent_cashmere-shawl-1910.jpg,6
111,Northern_Renaissance/albrecht-durer_conversion-of-paul.jpg,7
112,Post_Impressionism/georges-seurat_two-horse-hitch-1883.jpg,2
113,Impressionism/claude-monet_cliffs-at-amont.jpg,4
114,Naive_Art_Primitivism/marc-chagall_the-tablets-of-law-1962-1.jpg,7
115,Realism/isaac-levitan_lake-barns-at-the-forest-edge.jpg,4
116,Impressionism/joaquã­n-sorolla_mending-the-sail-1896.jpg,2
117,Impressionism/francis-picabia_bank-at-poissy.jpg,4
118,Expressionism/oskar-kokoschka_not_detected_235850.jpg,6
119,Post_Impressionism/jacek-malczewski_portrait-of-maria-balowa.jpg,6
120,Symbolism/nicholas-roerich_place-of-mahatma-s-camp-district-kuku-nor.jpg,4
121,Rococo/benjamin-west_peter-beckford-1797.jpg,6
122,Realism/vasily-sadovnikov_the-mansion-of-countess-z-i-yusupova-1866.jpg,1
123,Expressionism/pyotr-konchalovsky_spanish-woman-1910.jpg,6
124,Romanticism/francisco-goya_manuel-godoy-duke-of-alcudia-prince-of-peace-1801.jpg,6
125,Expressionism/frank-auerbach_albero-di-fronte.jpg,1
126,High_Renaissance/giorgione_warrior-with-groom-1510(2).jpg,6
127,Post_Impressionism/vincent-van-gogh_mask-of-an-egyptian-mummy-3-1889.jpg,8
128,Impressionism/karoly-ferenczy_summertime-picnic-in-may-1906.jpg,4
129,Expressionism/pablo-picasso_toilette-1906-2.jpg,2
130,Post_Impressionism/pyotr-konchalovsky_pine-tree-1920.jpg,4
131,Realism/thomas-eakins_portraits-2.jpg,6
132,Impressionism/berthe-morisot_boats-on-the-seine.jpg,1
133,Realism/john-singer-sargent_mrs-mahlon-day-sands-mary-hartpeace-1894.jpg,6
134,Realism/william-adolphe-bouguereau_reverie-1894.jpg,6
135,Northern_Renaissance/albrecht-durer_christ-crowned-with-thorns-1512.jpg,7
136,Early_Renaissance/paolo-uccello_disputation-of-st-stephen.jpg,7
137,Post_Impressionism/paul-gauguin_young-breton-by-the-sea-1889.jpg,6
138,Impressionism/edgar-degas_dancers-1899.jpg,2
139,Romanticism/francisco-goya_brigand-murdering-a-woman-1800.jpg,2
140,Symbolism/nicholas-roerich_tibet.jpg,4
141,Romanticism/gustave-dore_the-ammonite-and-moabite-armies-are-destroyed.jpg,7
142,Art_Nouveau_Modern/raphael-kirchner_erika-1.jpg,6
143,Minimalism/paul-feeley_arpa-1964.jpg,0
144,Realism/vincent-van-gogh_miners-wives-carrying-sacks-of-coal-1882.jpg,2
145,Realism/konstantin-bogaevsky_view-of-the-tarusa-surroundings.jpg,4
146,Realism/isaac-levitan_village-winter-1888.jpg,4
147,Realism/vincent-van-gogh_weaver-seen-from-the-front-1884.jpg,2
148,Northern_Renaissance/albrecht-durer_doss-trento.jpg,4
149,Romanticism/thomas-cole_landscape-the-seat-of-mr-featherstonhaugh-in-the-distance-1826.jpg,4
150,Pop_Art/andy-warhol_hammer-and-sickle.jpg,9
151,Romanticism/john-crome_study-of-flints-1811.jpg,8
152,Impressionism/arkhip-kuindzhi_elbrus.jpg,4
153,Impressionism/lovis-corinth_lake-lucerne-afternoon-1924.jpg,4
154,Naive_Art_Primitivism/niko-pirosmani_arsenalskaya-mountain-at-night-1908.jpg,4
155,Post_Impressionism/vincent-van-gogh_woman-walking-her-dog-1886.jpg,8
156,Impressionism/james-tissot_older-sister.jpg,6
157,Romanticism/karl-bodmer_abdih-hiddisch-a-minatarre-chief-plate-24-from-volume-1-of-travels-in-the-interior-of-north-1834.jpg,6
158,Realism/vincent-van-gogh_sketch-of-a-right-arm-and-shoulder-1886.jpg,8
159,Expressionism/milton-avery_nude-combing-hair-1954.jpg,5
160,Post_Impressionism/vincent-van-gogh_a-group-of-pine-trees-1889(1).jpg,4
161,Post_Impressionism/pyotr-konchalovsky_still-life-1920.jpg,9
162,Realism/thomas-eakins_studies-for-william-rush-1876-1.jpg,8
163,Realism/vasily-polenov_mountainous-riverbank-of-oyat.jpg,4
164,Abstract_Expressionism/sam-francis_blue-sky-painting-1960.jpg,0
165,Symbolism/james-tissot_the-brazen-serpent.jpg,7
166,Impressionism/pieter-wenning_landscape-vanderhovensdrif-apies-river-pretoria.jpg,4
167,Realism/pyotr-konchalovsky_portrait-of-the-actress-angelina-osipovna-stepanova-1933.jpg,6
168,Realism/valentin-serov_portrait-of-vera-repina-1881.jpg,6
169,Pop_Art/gerard-fromanger_jean-paul-sartre-1976.jpg,6
170,Post_Impressionism/gustave-loiseau_landscape-in-a-valley-1898.jpg,4
171,Impressionism/pierre-auguste-renoir_woman-in-a-straw-hat-1918.jpg,6
172,Realism/theodore-rousseau_the-pond.jpg,4
173,Naive_Art_Primitivism/marc-chagall_untitled-1973-1.jpg,8
174,Post_Impressionism/karl-schrag_view-from-the-studio-green-table-with-palette-1985.jpg,4
175,Expressionism/salvador-dali_st-george-and-the-dragon.jpg,7
176,Impressionism/philip-de-laszlo_lady-frances-gresley-1924.jpg,6
177,Art_Nouveau_Modern/carl-larsson_october-the-pumpkins(1).jpg,2
178,Mannerism_Late_Renaissance/parmigianino_madonna-with-saint-zacharias-1530.jpg,7
179,Early_Renaissance/benozzo-gozzoli_st-dominic-reuscitates-napoleone-orsini.jpg,7
180,Post_Impressionism/edouard-cortes_boulevard-de-la-madeleine-6.jpg,1
181,Post_Impressionism/nicolae-tonitza_back-nude-abibe-1938.jpg,5
182,High_Renaissance/pietro-perugino_pala-di-sant-agostino-pieta-1523.jpg,7
183,Impressionism/camille-pissarro_the-market-in-gisors-1887.jpg,2
184,Post_Impressionism/paul-cezanne_pot-of-ginger-and-fruits-on-a-table.jpg,9
185,High_Renaissance/lorenzo-lotto_altar-of-st-lucia-st-lucia-in-front-of-the-judges-1532.jpg,7
186,Realism/john-everett-millais_sir-john-everett-pippa.jpg,6
187,Northern_Renaissance/albrecht-durer_portrait-of-a-man-with-cap.jpg,6
188,Abstract_Expressionism/manabu-mabe_passage-de-fuego-1961.jpg,0
189,Abstract_Expressionism/vasile-dobrian_i-have-tried.jpg,0
190,Impressionism/claude-monet_the-seine-at-bougival.jpg,4
191,Post_Impressionism/pierre-bonnard_the-port-in-cannes-1926.jpg,1
192,Impressionism/pierre-auguste-renoir_girls-picking-flowers-in-a-meadow.jpg,2
193,Post_Impressionism/vincent-van-gogh_orchard-and-house-with-orange-roof-1888-1.jpg,8
194,Realism/abraham-manievich_flowers-vase-on-a-hamper.jpg,9
195,Romanticism/alphonse-mucha_contemplation.jpg,8
196,Naive_Art_Primitivism/marc-chagall_rahab-and-the-spies-of-jericho-1960.jpg,7
197,Naive_Art_Primitivism/grã©goire-michonze_figures-in-the-village(2).jpg,2
198,Symbolism/ferdinand-hodler_dents-du-midi-in-clouds-1917.jpg,4
199,Impressionism/claude-monet_still-life-with-pears-and-grapes.jpg,9
200,Impressionism/alfred-sisley_village-on-the-banks-of-the-seine-1872.jpg,4
201,Post_Impressionism/paul-gauguin_landscape-1899.jpg,4
202,Baroque/jan-steen_merry-company-on-a-terrace-1675.jpg,2
203,Minimalism/barnett-newman_moment-1946.jpg,0
204,Baroque/bartolome-esteban-murillo_saint-anthony-of-padua-adore-the-child.jpg,7
205,Post_Impressionism/pierre-bonnard_the-seine-1930.jpg,4
206,Symbolism/nicholas-roerich_hidden-treasure-1917.jpg,4
207,Symbolism/nicholas-roerich_boundary-of-kingdoms-1915.jpg,8
208,Realism/ivan-shishkin_deciduous-forest-1873.jpg,8
209,Impressionism/max-kurzweil_tip-of-the-bay.jpg,4
210,Impressionism/giovanni-boldini_arm-with-vase-of-flowers-1910.jpg,2
211,Contemporary_Realism/fairfield-porter_red-cables-1940.jpg,4
212,Realism/ilya-repin_portrait-of-aleksandr-zhirkevich-1891.jpg,6
213,Impressionism/henri-martin_gondolas-on-the-grand-canal-in-venice.jpg,1
214,Realism/boris-kustodiev_portrait-of-a-k-mineev-1923.jpg,6
215,Romanticism/jan-matejko_maria-maurizio.jpg,6
216,Minimalism/helen-frankenthaler_shoreline-1952.jpg,0
217,Expressionism/chronis-botsoglou_nekyia-1.jpg,2
218,Realism/gustav-klimt_portrait-of-a-lady.jpg,6
219,Baroque/francisco-de-zurbaran_st-pierre-pascal-bishop-of-jaen.jpg,7
220,Impressionism/theodor-pallady_juan-les-pins-landscape.jpg,4
221,Minimalism/pino-pinelli_pittura-b-g-1991.jpg,0
222,Abstract_Expressionism/sam-francis_untitled-dark-blue-green-1966.jpg,0
223,Symbolism/william-blake_melancholy-1820.jpg,7
224,Symbolism/nicholas-roerich_hermitage-at-the-lake-1912.jpg,4
225,Impressionism/pierre-auguste-renoir_portrait-of-a-child-2.jpg,6
226,Realism/gregoire-boonzaier_still-life-with-tulips-1937.jpg,9
227,Cubism/juan-gris_still-life-with-guitar-1920.jpg,9
228,Realism/leon-bonnat_portrait-of-victor-hugo.jpg,6
229,Realism/vasily-perov_the-old-man-on-the-bench.jpg,2
230,Romanticism/fyodor-solntsev_people-clothes-the-province-of-kiev-2.jpg,8
231,Northern_Renaissance/hieronymus-bosch_the-temptation-of-st-anthony.jpg,7
232,Realism/ivan-shishkin_forest-landscape-with-stream.jpg,4
233,Realism/boris-kustodiev_seated-woman-with-a-book-1915.jpg,8
234,Minimalism/paul-feeley_minoa-1962.jpg,0
235,Contemporary_Realism/john-miller_late-summer-landscape.jpg,4
236,Realism/ivan-shishkin_troy-village-near-prague.jpg,4
237,Impressionism/alfred-sisley_boats-at-bougival-1873.jpg,4
238,Impressionism/alfred-sisley_construction-site-at-saint-mammes-1880.jpg,1
239,Naive_Art_Primitivism/marc-chagall_the-heart-of-the-circus-1962.jpg,2
240,Mannerism_Late_Renaissance/giorgio-vasari_the-garden-of-gethsemane.jpg,7
241,Art_Nouveau_Modern/edmund-dulac_the-fisherman-the-nightingale.jpg,3
242,Symbolism/odilon-redon_profile-and-flowers-1912.jpg,6
243,Mannerism_Late_Renaissance/tintoretto_the-presentation-of-the-virgin-1556.jpg,7
244,Impressionism/vasile-popescu_marquee-house-painter-s-wife-s-home-1934.jpg,1
245,Northern_Renaissance/robert-campin_madonna-and-child-in-a-garden.jpg,7
246,Rococo/pietro-longhi_visit-to-a-library.jpg,2
247,Impressionism/camille-pissarro_steamboats-in-the-port-of-rouen-1896.jpg,1
248,Expressionism/paul-klee_refuge-1930(1).jpg,0
249,Expressionism/julio-pomar_sub-rbio.jpg,2
250,Minimalism/gene-davis_licorice-stick-1961.jpg,0
251,Baroque/bernardo-strozzi_the-charity-of-st-lawrence.jpg,7
252,High_Renaissance/raphael_st-john-the-baptist-in-the-desert-1520.jpg,7
253,Impressionism/claude-monet_regatta-at-argenteuil-1.jpg,4
254,Impressionism/john-henry-twachtman_winter-landscape-cincinnati.jpg,4
255,Rococo/fyodor-rokotov_portrait-of-princess-a-a-dolgorukaya.jpg,6
256,Impressionism/t.-c.-steele_tennessee-scene-1899.jpg,4
257,Realism/thomas-eakins_portrait-of-george-f-barker-1886.jpg,6
258,Realism/giovanni-boldini_henri-rochefort(1).jpg,6
259,Expressionism/ad-reinhardt_illustration-for-the-races-of-mankind-by-ruth-benedict-and-gene-weltfish-1944.jpg,3
260,Impressionism/gerard-sekoto_portrait-of-manuels-cousin-1944.jpg,6
261,Post_Impressionism/henri-de-toulouse-lautrec_at-the-moulin-de-la-galette-1891.jpg,2
262,Impressionism/antoine-blanchard_grands-boulevards-1.jpg,1
263,Symbolism/ferdinand-hodler_the-grand-muveran-1911.jpg,4
264,Romanticism/gustave-dore_jacob-wrestling-with-the-angel-1866.jpg,7
265,Impressionism/eugene-boudin_berck-the-beach-at-low-tide-1882.jpg,4
266,Rococo/bernardo-bellotto_dresden-seen-from-right-bank-of-the-elbe-below-the-augustus-bridge.jpg,1
267,Expressionism/dimitris-mytaras_shells.jpg,9
268,Romanticism/gustave-dore_the-inferno-canto-9-1.jpg,3
269,Post_Impressionism/david-burliuk_marusia-by-the-sea-1949.jpg,6
270,Symbolism/nicholas-roerich_sketch-with-trees-and-people-with-buggles-1919.jpg,8
271,Art_Nouveau_Modern/ferdinand-hodler_portrait-of-georges-navazza-1916.jpg,6
272,Northern_Renaissance/lucas-cranach-the-elder_portrait-of-martin-luther-1543-1.jpg,6
273,Realism/vincent-van-gogh_snowy-landscape-with-stooping-woman-1883.jpg,8
274,Art_Nouveau_Modern/henri-de-toulouse-lautrec_the-ambassadors-in-concert-cafe.jpg,2
275,Post_Impressionism/kazuo-nakamura_in-space-blue-irises-1967.jpg,8
276,Romanticism/gustave-dore_wave-rolling-after-wave-where-way-they-found-if-steep-with-torrent-rapture.jpg,3
277,Naive_Art_Primitivism/grã©goire-michonze_figures-in-a-room-1981.jpg,2
278,Realism/vincent-van-gogh_reaper-1885-1.jpg,8
279,Baroque/rembrandt_portrait-of-nicolas-van-bambeeck-1641.jpg,6
280,Pointillism/georges-seurat_the-eiffel-tower-1889.jpg,1
281,Expressionism/salvador-dali_portrait-of-anna-maria.jpg,6
282,Realism/leon-bonnat_charles-ephrussi.jpg,6
283,Romanticism/gustave-dore_don-quixote-125.jpg,3
284,Realism/johan-hendrik-weissenbruch_forest-view-near-barbizon-1900.jpg,4
285,Symbolism/akseli-gallen-kallela_study-1889.jpg,8
286,Abstract_Expressionism/theodoros-stamos_infinity-field-jerusalem-series-3rd-letter-1985.jpg,0
287,Minimalism/robert-ryman_rule-1991.jpg,0
288,Abstract_Expressionism/frank-lobdell_black-edge-ii-1962.jpg,0
289,Cubism/henri-le-fauconnier_the-signal-1915.jpg,2
290,Abstract_Expressionism/sam-francis_blue-balls-vii-1962.jpg,0
291,Naive_Art_Primitivism/jules-lefranc_mount-cervino.jpg,4
292,Expressionism/henri-matisse_still-life-13.jpg,9
293,Post_Impressionism/henri-de-toulouse-lautrec_gabrielle-the-dancer-1890.jpg,6
294,Early_Renaissance/sandro-botticelli_the-agony-in-the-garden(1).jpg,7
295,Realism/camille-corot_banks-of-a-river.jpg,4
296,Impressionism/alfred-sisley_snow-effect-at-veneux.jpg,4
297,Impressionism/konstantin-korovin_kremlin-view-from-cathedral-of-christ-the-saviour.jpg,1
298,Romanticism/caspar-david-friedrich_not-detected-6.jpg,4
299,Early_Renaissance/piero-della-francesca_federigo-da-montefeltro-1465(1).jpg,6
300,Post_Impressionism/gwen-john_young-woman-wearing-a-large-hat.jpg,6
301,High_Renaissance/pietro-perugino_pala-di-sant-agostino-baptism-of-christ-1523.jpg,7
302,Impressionism/joaquã­n-sorolla_boat-in-albufera-1908.jpg,4
303,Symbolism/nicholas-roerich_message-from-shambhala-1931.jpg,4
304,Impressionism/joaquã­n-sorolla_raimundo-de-madrazo-in-his-paris-garden-1906.jpg,6
305,Impressionism/berthe-morisot_thatched-cottage-in-normandy.jpg,4
306,Cubism/pablo-picasso_still-life-with-bull-s-skull-1939.jpg,9
307,Realism/vasily-sadovnikov_view-of-the-winter-palace-from-the-admiralty-1839.jpg,1
308,Naive_Art_Primitivism/henri-rousseau_the-happy-quartet-1902.jpg,2
309,Art_Nouveau_Modern/ivan-bilibin_illustration-for-the-book-russian-school-of-painting-illustration-for-the-epic-sadko-a-rich-1907(1).jpg,3
310,Baroque/rembrandt_overhanging-bushes-in-a-ditch.jpg,8
311,Baroque/rembrandt_the-star-of-the-kings-1651.jpg,2
312,Northern_Renaissance/lucas-cranach-the-elder_portrait-of-a-young-woman-holding-grapes-and-apples-1528.jpg,6
313,Pop_Art/andy-warhol_jackie-2.jpg,6
314,Art_Nouveau_Modern/nicholas-roerich_smolensk-tower-1903-2.jpg,1
315,Post_Impressionism/edouard-vuillard_seated-woman-dressed-in-black.jpg,2
316,Romanticism/fyodor-solntsev_from-the-wedding-of-tsar-mikhail-fedorovich.jpg,8
317,Realism/salvador-dali_the-sacred-heart-of-jesus.jpg,7
318,Baroque/annibale-carracci_the-laughing-youth-1583.jpg,6
319,Impressionism/edgar-degas_seated-dancer-1.jpg,2
320,Impressionism/pierre-auguste-renoir_wilhelm-muhlfeld-1910.jpg,6
321,Expressionism/egon-schiele_seated-child-1917.jpg,6
322,High_Renaissance/titian_not_detected_224922.jpg,7
323,Impressionism/nicolae-grigorescu_on-a-peak.jpg,2
324,Art_Nouveau_Modern/boris-kustodiev_at-the-fair-1910.jpg,2
325,Realism/isaac-levitan_entrance-gate-of-savvinsky-monastery-near-zvenigorod-1884.jpg,8
326,Minimalism/walter-darby-bannard_sistene-1961.jpg,0
327,Minimalism/perle-fine_cool-series-no-1-red-over-white-1963.jpg,0
328,Post_Impressionism/pierre-bonnard_striped-blouse.jpg,6
329,Post_Impressionism/edouard-vuillard_tennis-game-by-the-sea.jpg,2
330,Post_Impressionism/maurice-prendergast_fantasy.jpg,5
331,Realism/john-singer-sargent_vernon-lee-1881.jpg,6
332,Romanticism/pierre-paul-prud'hon_giovanni-battista-sommariva.jpg,6
333,Impressionism/john-henry-twachtman_fountain-world-s-fair.jpg,4
334,Realism/camille-corot_young-boy-of-the-corot-family.jpg,6
335,Pop_Art/r.-b.-kitaj_synchromy-with-f-b.jpg,5
336,Naive_Art_Primitivism/constantin-brancusi_illustration-for-ilarie-voronca-s-plante-i-animale-1929.jpg,3
337,Impressionism/joaquã­n-sorolla_portrait-of-lawyer-don-silverio-de-la-torre-y-eguia-1893.jpg,6
338,Symbolism/george-frederick-watts_creation.jpg,7
339,Pointillism/henri-edmond-cross_the-grape-harvest.jpg,2
340,Cubism/max-ernst_33-little-girls-chasing-butterflies-1958.jpg,0
341,Abstract_Expressionism/gerhard-richter_abstract-painting-610-1.jpg,0
342,Impressionism/pierre-auguste-renoir_landscape-8.jpg,4
343,High_Renaissance/cima-da-conegliano_st-jerome-in-a-landscape.jpg,7
344,Early_Renaissance/fra-angelico_scenes-from-the-life-of-christ-1452-1.jpg,7
345,Realism/ilya-repin_fireman-1887.jpg,6
346,Abstract_Expressionism/sam-francis_untitled-from-pasadena-box-lembark-l62-1963.jpg,0
347,Baroque/pieter-de-hooch_concert.jpg,2
348,Expressionism/edvard-munch_the-death-chamber-1896.jpg,2
349,Baroque/rembrandt_a-large-landscape-with-a-mill-sail-1641.jpg,4
350,Realism/mykola-yaroshenko_on-the-swing-1888.jpg,2
351,Post_Impressionism/maurice-prendergast_flowers-in-a-vase.jpg,9
352,Realism/martiros-saryan_vartan-mamikonian-1900.jpg,8
353,Post_Impressionism/paul-cezanne_still-life-with-oranges-1900.jpg,9
354,Realism/edouard-manet_portrait-of-clemenceau-at-the-tribune-1880.jpg,6
355,Pop_Art/tano-festa_da-michelangelo-1978-1.jpg,6
356,Baroque/peter-paul-rubens_head-and-right-hand-of-a-woman.jpg,8
357,Impressionism/istvan-nagy_backyard-1911.jpg,4
358,Impressionism/childe-hassam_avenue-of-the-allies.jpg,1
359,Art_Nouveau_Modern/nicholas-roerich_pantokrator-1909.jpg,7
360,Realism/isaac-levitan_landscape-with-pink-sunset.jpg,4
361,Impressionism/julian-alden-weir_the-lace-maker-1915.jpg,2
362,Rococo/maurice-quentin-de-la-tour_portrait-of-unknown-man.jpg,8
363,Baroque/peter-paul-rubens_miracle-of-st-ignatius-of-loyola.jpg,7
364,Minimalism/larry-bell_my-montauk-1960.jpg,0
