,Path,Artist
56,Realism/boris-kustodiev_venice-1907.jpg,1
57,Impressionism/paul-cezanne_the-orchard-1877.jpg,16
58,Realism/boris-kustodiev_portrait-of-a-lady-model-1908.jpg,1
59,Symbolism/nicholas-roerich_lahaul-1932-1.jpg,14
60,Northern_Renaissance/albrecht-durer_portrait-of-a-woman.jpg,0
61,Northern_Renaissance/albrecht-durer_the-penitent-1510.jpg,0
62,Romanticism/gustave-dore_invocation-to-muhammad.jpg,7
63,Art_Nouveau_Modern/nicholas-roerich_polovtsian-camp-1.jpg,14
64,Realism/john-singer-sargent_a-game-of-bowls-ightham-mote-kent-1889.jpg,11
65,Romanticism/ivan-aivazovsky_the-black-sea-at-night.jpg,9
66,Romanticism/gustave-dore_godfrey-enters-jerusalem-1877.jpg,7
67,Impressionism/pierre-auguste-renoir_lydia-sieligmann-1917.jpg,17
68,Naive_Art_Primitivism/marc-chagall_lovers-near-bridge-1948.jpg,12
69,Realism/ilya-repin_job-and-his-friends-1869.jpg,8
70,Northern_Renaissance/albrecht-durer_portrait-of-african-woman-catherine.jpg,0
71,Impressionism/claude-monet_sunset-on-the-seine-at-lavacourt-winter-effect.jpg,4
72,Realism/vincent-van-gogh_sower-1882-3.jpg,22
73,Symbolism/salvador-dali_tertia-die-resurrexit-1967.jpg,21
74,Impressionism/edgar-degas_achille-de-gas-1872.jpg,5
75,Impressionism/pierre-auguste-renoir_eugene-murer-1877.jpg,17
76,Impressionism/childe-hassam_november-cos-cob.jpg,3
77,Impressionism/paul-cezanne_landscape-in-provence-1875.jpg,16
78,Impressionism/claude-monet_rain-in-belle-ile.jpg,4
79,Impressionism/camille-pissarro_the-tuileries-gardens-2-1900.jpg,2
80,Post_Impressionism/vincent-van-gogh_the-house-of-pere-pilon-1890.jpg,22
81,Impressionism/claude-monet_the-pink-skiff-boating-on-the-ept.jpg,4
82,Romanticism/gustave-dore_the-inferno-canto-5-1.jpg,7
83,Symbolism/nicholas-roerich_himalayas-chain-of-kanchenjunga-1936.jpg,14
84,Impressionism/pierre-auguste-renoir_bouquet-of-flowers.jpg,17
85,Impressionism/claude-monet_zaandam.jpg,4
86,Impressionism/john-singer-sargent_base-of-a-palace-1904.jpg,11
87,Post_Impressionism/pyotr-konchalovsky_at-the-ilmen-lake-1928.jpg,18
88,Art_Nouveau_Modern/boris-kustodiev_view-from-the-window-1926.jpg,1
89,Impressionism/pierre-auguste-renoir_woman-at-the-chest-1919.jpg,17
90,Impressionism/paul-cezanne_the-harvesters-1878.jpg,16
91,Expressionism/marc-chagall_small-drawing-room-1908.jpg,12
92,Impressionism/edgar-degas_landscape-cows-in-the-foreground.jpg,5
93,Realism/ilya-repin_portrait-of-the-artist-vasily-surikov-1885.jpg,8
94,Impressionism/edgar-degas_houses-by-the-seaside-1869.jpg,5
95,Symbolism/nicholas-roerich_sharugon-monastery-1928.jpg,14
96,Impressionism/pablo-picasso_flower-seller-1901.jpg,15
97,Impressionism/camille-pissarro_chestnut-trees-at-louveciennes-1872.jpg,2
98,Baroque/rembrandt_self-portrait-1659-1.jpg,20
99,Cubism/pablo-picasso_still-life-with-the-mandolin-1924.jpg,15
100,Northern_Renaissance/albrecht-durer_the-great-courier-1495.jpg,0
101,Symbolism/nicholas-roerich_rohtang-pass-1936.jpg,14
102,Expressionism/pyotr-konchalovsky_still-life-melon-1912.jpg,18
103,Cubism/pablo-picasso_bull-plate-viii-1946.jpg,15
104,Post_Impressionism/salvador-dali_vilabertrin-church-tower-1919.jpg,21
105,Symbolism/nicholas-roerich_guri-guri-dhar-ridge-1931.jpg,14
106,Art_Nouveau_Modern/boris-kustodiev_russian-venus-1926-1.jpg,1
107,Romanticism/ivan-aivazovsky_crimean-coast-1886.jpg,9
108,Cubism/pablo-picasso_still-life-with-antique-bust-1925.jpg,15
109,Symbolism/nicholas-roerich_sadness-two-in-boat-1939.jpg,14
110,Post_Impressionism/vincent-van-gogh_the-fields-1890.jpg,22
111,Baroque/rembrandt_cupid-blowing-soap-bubbles-1634.jpg,20
112,Symbolism/nicholas-roerich_place-of-mahatma-s-camp-district-kuku-nor.jpg,14
113,Realism/vincent-van-gogh_vase-with-carnations-and-other-flowers-1886.jpg,22
114,Baroque/rembrandt_the-jewish-bride-1666.jpg,20
115,Post_Impressionism/pyotr-konchalovsky_two-georgians-with-pitchers-every-day-in-light-aragvi-1927.jpg,18
116,Impressionism/childe-hassam_oregon-coast.jpg,3
117,Realism/pyotr-konchalovsky_horse-at-the-gate-1930.jpg,18
118,Realism/boris-kustodiev_portrait-of-f-i-chaliapin-1921-1.jpg,1
119,Impressionism/eugene-boudin_antwerp-the-schelde.jpg,6
120,Romanticism/ivan-aivazovsky_deluge-1864.jpg,9
121,Naive_Art_Primitivism/marc-chagall_illustration-for-louis-aragon-s-work-one-who-says-things-without-saying-anything-1976-18.jpg,12
122,Impressionism/claude-monet_vetheuil-ice-floes.jpg,4
123,Romanticism/gustave-dore_don-quixote-81.jpg,7
124,Realism/pyotr-konchalovsky_on-the-river-protva-fisherman-1953.jpg,18
125,Northern_Renaissance/albrecht-durer_portrait-of-a-man-konrad-peutinger.jpg,0
126,Impressionism/childe-hassam_newfields-new-hampshire-1.jpg,3
127,Baroque/rembrandt_old-man-in-meditation-leaning-on-a-book-1645.jpg,20
128,Post_Impressionism/vincent-van-gogh_sower-with-setting-sun-1888.jpg,22
129,Post_Impressionism/pablo-picasso_the-death-of-casagemas-1901.jpg,15
130,Romanticism/gustave-dore_the-cruelties-of-bibars.jpg,7
131,Realism/ilya-repin_portrait-of-ivan-mikhaylovich-sechenov-russian-physiologist-1889.jpg,8
132,Realism/camille-pissarro_the-road.jpg,2
133,Realism/vincent-van-gogh_woman-feeding-chickens-1883.jpg,22
134,Impressionism/pierre-auguste-renoir_low-tide-at-yport-1883.jpg,17
135,Naive_Art_Primitivism/marc-chagall_the-large-gray-circus-1975.jpg,12
136,Realism/ivan-shishkin_forest-before-the-storm-1872.jpg,10
137,Art_Nouveau_Modern/boris-kustodiev_in-the-box-1912.jpg,1
138,Symbolism/nicholas-roerich_everest-1937.jpg,14
139,Naive_Art_Primitivism/marc-chagall_tchitchikov-on-his-bed.jpg,12
140,Realism/vincent-van-gogh_clock-clog-with-cutlery-and-a-spoon-rack-1885(1).jpg,22
141,Impressionism/claude-monet_low-tide-at-varengeville-02.jpg,4
142,Symbolism/nicholas-roerich_sketch-for-tale-of-tsar-saltan-1919-1.jpg,14
143,Impressionism/john-singer-sargent_palace-and-gardens-spain-1912.jpg,11
144,Realism/pyotr-konchalovsky_spring-day-1955.jpg,18
145,Realism/pyotr-konchalovsky_airedale-on-the-balcony-1935.jpg,18
146,Post_Impressionism/pyotr-konchalovsky_veliky-novgorod-1926.jpg,18
147,Northern_Renaissance/albrecht-durer_portrait-of-an-unknown-man-1520.jpg,0
148,Impressionism/claude-monet_anglers-on-the-seine-at-poissy(1).jpg,4
149,Cubism/paul-cezanne_mont-sainte-victoire-1897.jpg,16
150,Expressionism/martiros-saryan_gathering-peaches-in-the-collective-farm-in-armenia-1938.jpg,13
151,Impressionism/john-singer-sargent_the-tyrol-1914.jpg,11
152,Realism/vincent-van-gogh_the-heath-with-a-wheelbarrow-1883.jpg,22
153,Post_Impressionism/pyotr-konchalovsky_spring-open-door-on-the-balcony-1948.jpg,18
154,Romanticism/gustave-dore_paradise-lost-6.jpg,7
155,Impressionism/childe-hassam_a-spring-morning-1892.jpg,3
156,Art_Nouveau_Modern/nicholas-roerich_uglich-church-of-prince-dmitry-1904.jpg,14
157,Impressionism/childe-hassam_isles-of-shoals-broad-cove.jpg,3
158,Romanticism/ivan-aivazovsky_moscow-in-winter-from-the-sparrow-hills-1872.jpg,9
159,Cubism/paul-cezanne_farm-at-montgeroult-1898.jpg,16
160,Impressionism/edgar-degas_alexander-and-bucephalus-1861.jpg,5
161,Impressionism/camille-pissarro_june-morning-view-over-the-hills-over-pontoise-1873.jpg,2
162,Post_Impressionism/vincent-van-gogh_large-plane-trees-1889.jpg,22
163,Post_Impressionism/martiros-saryan_ashtarak-in-hazy-day-1954.jpg,13
164,Realism/vincent-van-gogh_peasant-with-sickle-seen-from-the-back-1885.jpg,22
165,Naive_Art_Primitivism/marc-chagall_striking-the-rock-5.jpg,12
166,Northern_Renaissance/albrecht-durer_portrait-of-a-man-damia-van-der-goes.jpg,0
167,Northern_Renaissance/albrecht-durer_st-jerome-1492.jpg,0
168,Post_Impressionism/vincent-van-gogh_landscape-with-the-oise-1890.jpg,22
169,Art_Nouveau_Modern/boris-kustodiev_the-harvest-1914.jpg,1
170,Northern_Renaissance/albrecht-durer_adoration-of-the-magi-1.jpg,0
171,Realism/ivan-shishkin_the-path-through-the-woods-1880-oil-on-canvas-1880.jpg,10
172,Impressionism/edgar-degas_woman-at-the-window.jpg,5
173,Symbolism/nicholas-roerich_anxiety-1938.jpg,14
174,Symbolism/nicholas-roerich_abode-of-the-spirit.jpg,14
175,Expressionism/pablo-picasso_crouching-female-nude-1956.jpg,15
176,Post_Impressionism/vincent-van-gogh_plaster-statuette-of-a-female-torso-1886-2.jpg,22
177,Impressionism/edgar-degas_woman-squatting.jpg,5
178,Impressionism/childe-hassam_new-york-hod-carriers.jpg,3
179,Art_Nouveau_Modern/nicholas-roerich_study-of-scene-design-for-tristan-und-isolde-1912.jpg,14
180,Romanticism/gustave-dore_puss-in-boots.jpg,7
181,Northern_Renaissance/albrecht-durer_the-cross-of-christ.jpg,0
182,Impressionism/john-singer-sargent_magnolias.jpg,11
183,Expressionism/pablo-picasso_family-of-acrobats-study-1905.jpg,15
184,Cubism/marc-chagall_three-acrobates-1926.jpg,12
185,Impressionism/claude-monet_springtime-1886.jpg,4
186,Impressionism/childe-hassam_nude-on-the-cliffs.jpg,3
187,Symbolism/nicholas-roerich_himalayas-with-setting-moon.jpg,14
188,Impressionism/edgar-degas_the-little-milliners-1882.jpg,5
189,Cubism/pablo-picasso_woman-with-yellow-shirt-1907.jpg,15
190,Realism/john-singer-sargent_venetian-wineshop.jpg,11
191,Realism/ilya-repin_in-the-besieged-moscow-in-1812-1912.jpg,8
192,Post_Impressionism/vincent-van-gogh_man-on-a-bench-1886.jpg,22
193,Baroque/rembrandt_self-portrait-open-mouthed-1630.jpg,20
194,Baroque/rembrandt_man-with-a-magnifying-glass-1629.jpg,20
195,Impressionism/pierre-auguste-renoir_after-bathing.jpg,17
196,Symbolism/nicholas-roerich_himalayas-48.jpg,14
197,Realism/vincent-van-gogh_road-with-pollard-willows-and-man-with-broom-1881.jpg,22
198,Impressionism/claude-monet_waterloo-bridge-sunlight-effect-5.jpg,4
199,Post_Impressionism/vincent-van-gogh_portrait-of-the-artist-s-mother-1888.jpg,22
200,Realism/vincent-van-gogh_tabernacle-in-the-heath.jpg,22
201,Cubism/salvador-dali_soft-nude-nude-watch.jpg,21
202,Realism/pyotr-konchalovsky_still-life-lilacs-in-the-tub-1946.jpg,18
203,Post_Impressionism/vincent-van-gogh_public-garden-with-couple-and-blue-fir-tree-the-poet-s-garden-iii-1888.jpg,22
204,Romanticism/gustave-dore_the-envious.jpg,7
205,Naive_Art_Primitivism/marc-chagall_josue-and-the-stone-of-sichem.jpg,12
206,Cubism/pablo-picasso_the-girls-of-avignon-study-1907.jpg,15
207,Expressionism/martiros-saryan_trees-in-blossom-1901.jpg,13
208,Romanticism/ivan-aivazovsky_reval-1844.jpg,9
209,Realism/vincent-van-gogh_sower-with-hand-in-sack-1881.jpg,22
210,Romanticism/paul-cezanne_the-robbers-and-the-donkey.jpg,16
211,Romanticism/ivan-aivazovsky_night-constantinople-1886.jpg,9
212,Cubism/salvador-dali_pierrot-playing-the-guitar.jpg,21
213,Realism/vincent-van-gogh_man-and-woman-sharing-a-meal-1885.jpg,22
214,Realism/martiros-saryan_portrait-of-a-i-alikhanov.jpg,13
215,Realism/ivan-shishkin_on-the-seashore-sestroreck.jpg,10
216,Impressionism/claude-monet_water-lilies-1917-7.jpg,4
217,Cubism/pyotr-konchalovsky_cassis-1913.jpg,18
218,Naive_Art_Primitivism/marc-chagall_couple-with-a-bird-1959.jpg,12
219,Realism/ivan-shishkin_bench-at-the-mall-1872.jpg,10
220,Impressionism/camille-pissarro_the-road-to-saint-cyr-at-louveciennes.jpg,2
221,Realism/pyotr-konchalovsky_children-in-the-studio-1947.jpg,18
222,Romanticism/gustave-dore_don-quixote-3.jpg,7
223,Post_Impressionism/martiros-saryan_flowers-1913.jpg,13
224,Post_Impressionism/pyotr-konchalovsky_self-portrait-with-family.jpg,18
225,Art_Nouveau_Modern/raphael-kirchner_fan-1916.jpg,19
226,Realism/ilya-repin_portrait-of-doctor-constantine-franzevich-yanitsky-1865.jpg,8
227,Realism/vincent-van-gogh_poplar-trees-1884.jpg,22
228,Impressionism/claude-monet_pathway-in-monet-s-garden-at-giverny-1902.jpg,4
229,Expressionism/pablo-picasso_two-brothers-1906.jpg,15
230,Realism/john-singer-sargent_the-marlborough-family-1905.jpg,11
231,Northern_Renaissance/albrecht-durer_garza.jpg,0
232,Romanticism/gustave-dore_battle-of-antioch.jpg,7
233,Realism/eugene-boudin_the-port-portrieux-1873.jpg,6
234,Art_Nouveau_Modern/nicholas-roerich_vaydelots-1914.jpg,14
235,Art_Nouveau_Modern/raphael-kirchner_behind-the-scenes-1900.jpg,19
236,Realism/nicholas-roerich_sketch-to-holy-fire-1900.jpg,14
237,Realism/boris-kustodiev_self-portrait-1905.jpg,1
238,Realism/pyotr-konchalovsky_the-window-of-the-poet-1935.jpg,18
239,Post_Impressionism/vincent-van-gogh_wheat-fields-1890-1.jpg,22
240,Expressionism/martiros-saryan_bulls-1903.jpg,13
241,Impressionism/eugene-boudin_villefranche-the-citadel-1892.jpg,6
242,Impressionism/claude-monet_rio-della-salute-03.jpg,4
243,Realism/ivan-shishkin_hut-in-the-the-forest.jpg,10
244,Impressionism/pierre-auguste-renoir_frederic-bazille-painting-the-heron-1867.jpg,17
245,Art_Nouveau_Modern/nicholas-roerich_city-wall-1909.jpg,14
246,Impressionism/childe-hassam_the-sea.jpg,3
247,Post_Impressionism/vincent-van-gogh_self-portrait-1887-7.jpg,22
248,Symbolism/nicholas-roerich_lamayuru-monastery-1925.jpg,14
249,Realism/boris-kustodiev_v-a-kastalsky-tree-sketches-1919.jpg,1
250,Realism/vincent-van-gogh_peasant-woman-kneeling-possibly-digging-up-carrots-1885.jpg,22
251,Realism/nicholas-roerich_herodotus-1893.jpg,14
252,Impressionism/claude-monet_valley-of-the-creuse-afternoon-sunlight.jpg,4
253,Impressionism/pierre-auguste-renoir_women-bathing.jpg,17
254,Post_Impressionism/pyotr-konchalovsky_willows-1919.jpg,18
255,Impressionism/pierre-auguste-renoir_bather-and-maid-the-toilet.jpg,17
256,Romanticism/gustave-dore_don-quixote-133.jpg,7
257,Art_Nouveau_Modern/nicholas-roerich_pomeranians-evening-1907.jpg,14
258,Post_Impressionism/vincent-van-gogh_wheat-field-with-a-stack-of-wheat-or-hay-1890.jpg,22
259,Fauvism/martiros-saryan_mules-laden-with-hay-1910.jpg,13
260,Cubism/pablo-picasso_violin-glass-pipe-and-inkwell-1912.jpg,15
261,Impressionism/john-singer-sargent_ilex-wood-at-majorca-with-blue-pigs-1908.jpg,11
262,Abstract_Expressionism/salvador-dali_religious-scene-in-particles.jpg,21
263,Realism/boris-kustodiev_portrait-v-a-kastalsky-1921.jpg,1
264,Impressionism/claude-monet_white-frost.jpg,4
265,Impressionism/pierre-auguste-renoir_figures-in-a-landscape-1900.jpg,17
266,Impressionism/eugene-boudin_the-seine-at-caudebec-en-caux-1889.jpg,6
267,Impressionism/claude-monet_taking-a-walk-on-the-cliffs-of-sainte-adresse.jpg,4
268,Romanticism/gustave-dore_david-attacks-the-ammonites.jpg,7
269,Impressionism/pierre-auguste-renoir_the-bather-after-the-bath-1888.jpg,17
270,Realism/ilya-repin_portrait-of-m-p-shevtsova-wife-of-a-shevtsov-1876.jpg,8
271,Realism/vincent-van-gogh_the-potato-eaters-1885-1.jpg,22
272,Romanticism/gustave-dore_don-quixote-103.jpg,7
273,Northern_Renaissance/albrecht-durer_adam-and-eve-1504.jpg,0
274,Realism/vincent-van-gogh_peasant-woman-stooping-1885.jpg,22
275,Realism/john-singer-sargent_judith-gautier.jpg,11
276,Realism/ilya-repin_portrait-of-vera-repina-the-artist-s-wife-1876.jpg,8
277,Impressionism/claude-monet_cliff-at-sainte-adresse.jpg,4
278,Post_Impressionism/vincent-van-gogh_wheat-field-with-sheaves-1888-1.jpg,22
279,Impressionism/claude-monet_cliff-near-pourville.jpg,4
280,Post_Impressionism/pyotr-konchalovsky_portrait-of-an-art-critic-v-a-nikolsky-1933.jpg,18
281,Impressionism/pierre-auguste-renoir_the-farm-1914.jpg,17
282,Symbolism/nicholas-roerich_landscape-1913.jpg,14
283,Art_Nouveau_Modern/raphael-kirchner_scenes-of-ancient-greece-1903-2.jpg,19
284,Impressionism/claude-monet_the-railway-bridge-at-argenteuil-1.jpg,4
285,Romanticism/ivan-aivazovsky_wave-1895.jpg,9
286,Baroque/rembrandt_moses-smashing-the-tablets-of-the-law-1659.jpg,20
287,Expressionism/marc-chagall_man-at-table-1911.jpg,12
288,Impressionism/pierre-auguste-renoir_madame-charles-fray-1901.jpg,17
289,Impressionism/pierre-auguste-renoir_genevieve-bernheim-de-villers-1910.jpg,17
290,Impressionism/claude-monet_water-lily-pond-1919-2.jpg,4
291,Art_Nouveau_Modern/boris-kustodiev_shrovetide-1920-1.jpg,1
292,Post_Impressionism/vincent-van-gogh_sheet-with-a-few-sketches-of-figures-1890.jpg,22
293,Cubism/pablo-picasso_untitled-1920-2.jpg,15
294,Realism/vincent-van-gogh_worn-out-1882.jpg,22
295,Realism/ilya-repin_portrait-of-the-artist-ivan-kramskoy-1882.jpg,8
296,Impressionism/childe-hassam_the-isles-of-shoals.jpg,3
297,Realism/boris-kustodiev_portrait-of-elizabeth-pushkina.jpg,1
298,Post_Impressionism/pyotr-konchalovsky_novgorod-detinets-1925.jpg,18
299,Expressionism/pablo-picasso_untitled-1971.jpg,15
300,Realism/vincent-van-gogh_fisherman-in-jacket-with-upturned-collar-1883(1).jpg,22
301,Realism/vincent-van-gogh_sketch-of-a-knee-1886.jpg,22
302,Cubism/pablo-picasso_clarinet-1911.jpg,15
303,Cubism/marc-chagall_soldiers-1912.jpg,12
304,Symbolism/salvador-dali_gradiva-finds-the-anthropomorphic-ruins.jpg,21
305,Realism/ivan-shishkin_pond-1.jpg,10
306,Realism/vincent-van-gogh_head-of-a-woman-15.jpg,22
307,Impressionism/claude-monet_three-fishing-boats.jpg,4
308,Realism/vincent-van-gogh_diggers-in-torn-up-street-1882(1).jpg,22
309,Impressionism/pierre-auguste-renoir_young-woman-looking-at-a-print-1896.jpg,17
310,Art_Nouveau_Modern/raphael-kirchner_lillian-lorraine.jpg,19
311,Art_Nouveau_Modern/raphael-kirchner_modern-girls-1901-2.jpg,19
312,Realism/pyotr-konchalovsky_still-life-bread-ham-and-wine-1948.jpg,18
313,Romanticism/ivan-aivazovsky_meeting-of-the-brig-mercury-with-the-russian-squadron-after-the-defeat-of-two-turkish-1848.jpg,9
314,Symbolism/salvador-dali_iosias-sepultus-in-mausoleum-patrum-2-chronicles-35-24-1967.jpg,21
315,Cubism/pablo-picasso_spanish-still-life-1912.jpg,15
316,Realism/vincent-van-gogh_head-of-a-man-bareheaded-1885(1).jpg,22
317,Romanticism/gustave-dore_samson-slays-a-lion.jpg,7
318,Impressionism/edgar-degas_the-racecourse-1885.jpg,5
319,Romanticism/gustave-dore_the-levite-carries-the-woman-s-body-away.jpg,7
320,Impressionism/pierre-auguste-renoir_vase-of-flowers-3.jpg,17
321,Impressionism/john-singer-sargent_a-boating-party.jpg,11
322,Baroque/rembrandt_the-tribute-money-1635.jpg,20
323,Northern_Renaissance/albrecht-durer_sudarium-displayed-by-two-angels-1513.jpg,0
324,Realism/vincent-van-gogh_man-loading-a-cart-1885.jpg,22
325,Northern_Renaissance/albrecht-durer_christ-on-the-mount-of-olives-1521.jpg,0
326,Symbolism/nicholas-roerich_night-rider-1918.jpg,14
327,Impressionism/eugene-boudin_laundresses-2.jpg,6
328,Impressionism/claude-monet_woman-with-a-parasol-in-the-garden-in-argenteuil.jpg,4
329,Realism/boris-kustodiev_self-portrait-1904-2.jpg,1
330,Romanticism/paul-cezanne_landscape-1867.jpg,16
331,Cubism/pablo-picasso_standing-woman-1946.jpg,15
332,Symbolism/nicholas-roerich_issa-and-giant-s-head-1932-3.jpg,14
333,Realism/john-singer-sargent_mrs-frederick-roller-1895.jpg,11
334,Realism/vincent-van-gogh_head-of-a-woman-12.jpg,22
335,Naive_Art_Primitivism/marc-chagall_noah-s-ark-2.jpg,12
336,Realism/vincent-van-gogh_girl-kneeling-1881(1).jpg,22
337,Northern_Renaissance/albrecht-durer_the-holy-family-with-the-dragon-fly.jpg,0
338,Northern_Renaissance/albrecht-durer_self-portrait-with-a-wrap-1492.jpg,0
339,Realism/vincent-van-gogh_girl-with-pinafore-half-figure-1883(1).jpg,22
340,Art_Nouveau_Modern/nicholas-roerich_procopius-the-righteous-removes-a-cloud-of-stone-from-the-great-ustyug-1914.jpg,14
341,Realism/eugene-boudin_laundresses-on-the-banks-of-the-touques-11.jpg,6
342,Romanticism/ivan-aivazovsky_cristofor-columb-1875.jpg,9
343,Post_Impressionism/pyotr-konchalovsky_emerald-summer-1922.jpg,18
344,Impressionism/claude-monet_an-orchard-in-spring(1).jpg,4
345,Post_Impressionism/vincent-van-gogh_self-portrait-1888-1.jpg,22
346,Impressionism/childe-hassam_spring-woods.jpg,3
347,Realism/pablo-picasso_olga-in-a-mantilla-1917.jpg,15
348,Symbolism/nicholas-roerich_kuluta-mountains-before-the-sunset-1936.jpg,14
349,Northern_Renaissance/albrecht-durer_the-chandelier-females-1513.jpg,0
350,Post_Impressionism/paul-cezanne_portrait-of-madame-cezanne-1883.jpg,16
351,Baroque/rembrandt_self-portrait-as-a-young-man-1634.jpg,20
352,Post_Impressionism/pyotr-konchalovsky_under-the-tree-1929.jpg,18
353,Art_Nouveau_Modern/nicholas-roerich_by-the-edge-1915.jpg,14
354,Post_Impressionism/pyotr-konchalovsky_still-life-pipes-1931.jpg,18
355,Baroque/rembrandt_portrait-of-willem-bartholsz-ruyter.jpg,20
356,Impressionism/edgar-degas_study-for-the-self-portrait-1855.jpg,5
357,Realism/john-singer-sargent_general-officers-of-world-war-i-1922.jpg,11
358,Realism/ilya-repin_portrait-of-tatiana-rechinskay-1882.jpg,8
359,Realism/vincent-van-gogh_standing-woman-half-length-1882.jpg,22
360,Impressionism/childe-hassam_victory-day-may.jpg,3
361,Realism/ilya-repin_state-council-hall.jpg,8
362,Northern_Renaissance/albrecht-durer_christ-and-the-disciples-at-emmaus-1511.jpg,0
363,Realism/vincent-van-gogh_weaver-arranging-threads-1884.jpg,22
364,Cubism/paul-cezanne_river-at-the-bridge-of-the-three-sources-1906.jpg,16
365,Realism/john-singer-sargent_standing-male-figure.jpg,11
366,Naive_Art_Primitivism/marc-chagall_illustration-for-literary-review-shtrom-heftn-1923-1.jpg,12
367,Impressionism/camille-pissarro_three-women-cutting-grass-1886.jpg,2
368,Impressionism/pierre-auguste-renoir_madeline-wearing-a-rose-1916.jpg,17
369,Post_Impressionism/vincent-van-gogh_gypsies-at-saintes-maries-1888(1).jpg,22
370,Impressionism/pierre-auguste-renoir_reclining-nude-the-baker-s-wife-1902.jpg,17
371,Realism/ivan-shishkin_autumn-1894.jpg,10
