,Path,Style
49,Romanticism/francisco-goya_rise-and-fall-1799.jpg,23
50,Naive_Art_Primitivism/henri-rousseau_corner-of-the-plateau-of-bellevue-1902.jpg,15
51,Impressionism/robert-julian-onderdonk_golden-evening-southwest-texas.jpg,12
52,Realism/giovanni-boldini_gossip-1873.jpg,21
53,Post_Impressionism/franz-marc_deer-at-dusk-1909.jpg,20
54,Realism/martiros-saryan_october-day-1953.jpg,21
55,Post_Impressionism/vincent-van-gogh_sun-disk-above-a-path-between-shrubs-1890.jpg,20
56,Impressionism/robert-julian-onderdonk_panoramic-landscape.jpg,12
57,Cubism/roger-de-la-fresnaye_seated-man-1914.jpg,7
58,Realism/thomas-eakins_study-for-ships-and-sailboats-on-the-delaware-1874.jpg,21
59,Post_Impressionism/meijer-de-haan_self-portrait-in-breton-costume-1889.jpg,20
60,Contemporary_Realism/janet-fish_cartwheel-2000.jpg,6
61,Romanticism/orest-kiprensky_portrait-of-ekaterina-semenova-1815.jpg,23
62,Expressionism/kathe-kollwitz_not_detected_235973.jpg,9
63,Post_Impressionism/vincent-van-gogh_bridge-near-the-schenkweg(1).jpg,20
64,Art_Nouveau_Modern/ivan-bilibin_illustration-for-the-russian-fairy-story-feather-of-finist-falcon(1).jpg,3
65,Symbolism/ferdinand-hodler_youth-admired-by-women.jpg,24
66,Abstract_Expressionism/joan-snyder_oratorio-1997.jpg,0
67,Impressionism/vasily-surikov_in-crimea-1913.jpg,12
68,Realism/vincent-van-gogh_peasant-with-sickle-seen-from-the-back-1885-5.jpg,21
69,Baroque/gerrit-dou_the-teacher-1645.jpg,4
70,Expressionism/amedeo-modigliani_portrait-of-leon-bakst-1917.jpg,9
71,Impressionism/claude-monet_view-of-rouen.jpg,12
72,Mannerism_Late_Renaissance/cristovao-de-figueiredo_exalta-o-da-santa-cruz-1530.jpg,13
73,Expressionism/egon-schiele_study-of-hands-1913.jpg,9
74,Symbolism/franz-stuck_lucifer.jpg,24
75,Impressionism/zinaida-serebriakova_winter-landscape-neskuchnoye-1910.jpg,12
76,Realism/pyotr-konchalovsky_still-life-delphinium-1937.jpg,21
77,Art_Nouveau_Modern/carl-larsson_a-late-riser-s-miserable-breakfast-1900(1).jpg,3
78,Realism/johan-hendrik-weissenbruch_landscape-with-windmill-near-schiedam-1873.jpg,21
79,Symbolism/george-frederick-watts_alfred-lord-tennyson(1).jpg,24
80,Abstract_Expressionism/richard-pousette-dart_palimpsest-1944.jpg,0
81,Baroque/gian-lorenzo-bernini_bust-of-camilla-barberini-nee-barbadori(1).jpg,4
82,Mannerism_Late_Renaissance/tintoretto_galeas-for-montes.jpg,13
83,Rococo/thomas-gainsborough_the-honourable-charles-wolfran-cornwal-1786.jpg,22
84,Impressionism/pierre-auguste-renoir_study-two-women-s-heads-1895.jpg,12
85,Post_Impressionism/edouard-vuillard_flowers-on-a-fireplace-in-clayes-1935.jpg,20
86,Baroque/rembrandt_an-old-man-resting-his-hands-upon-a-book-1645.jpg,4
87,Expressionism/lucian-freud_girl-holding-her-foot-1985.jpg,9
88,Abstract_Expressionism/conrad-marca-relli_m-4-66-1966.jpg,0
89,Realism/james-mcneill-whistler_ingres-roger-deliverant-angelique.jpg,21
90,Impressionism/william-merritt-chase_portrait-of-the-artist-s-daughter-dorothy.jpg,12
91,Rococo/jean-baptiste-simeon-chardin_the-instruments-of-music-calendar-1767.jpg,22
92,Romanticism/orest-kiprensky_gurko-v-d-female-portrait-1814.jpg,23
93,Minimalism/gil-teixeira-lopes_unknown-title.jpg,7
94,Post_Impressionism/istvan-ilosvai-varga_nagyb-nya-1929.jpg,20
95,Art_Nouveau_Modern/nicholas-roerich_intercession-of-the-theotokos-1903.jpg,3
96,Expressionism/vela-zanetti_self-portrait-1981.jpg,9
97,Art_Nouveau_Modern/nicholas-roerich_idols-1901-1.jpg,3
98,Contemporary_realism/edward-hopper_gloucester-mansion.jpg,6
99,Impressionism/paul-cezanne_the-fountain.jpg,12
100,Impressionism/henri-de-toulouse-lautrec_dog-car-1880.jpg,12
101,Abstract_Expressionism/salvador-dali_mulier-amicta-sole-1967.jpg,0
102,Expressionism/nikolaos-lytras_woman-with-rose.jpg,9
103,Realism/valentin-serov_portrait-of-vladimir-girshman-1911.jpg,21
104,Contemporary_Realism/richard-whitney_leticia.jpg,6
105,Cubism/nikos-hadjikyriakos-ghikas_tailor-iii-1936.jpg,7
106,Abstract_Expressionism/gene-davis_homage-to-dubuffet-i-1952.jpg,0
107,High_Renaissance/raphael_apollo-and-marsyas-from-the-stanza-della-segnatura-1511.jpg,11
108,Baroque/peter-paul-rubens_lamentation-christ-on-the-straw-1618.jpg,4
109,Baroque/annibale-carracci_angel-announcing-the-resurrection-of-christ-to-the-three-marys-1609.jpg,4
110,Symbolism/william-blake_illustration-to-milton-s-paradise-lost-1808-4.jpg,24
111,High_Renaissance/titian_madonna-and-child-with-sts-dorothy-and-george-1520.jpg,11
112,Romanticism/paul-cezanne_clearing-1867.jpg,23
113,Impressionism/camille-pissarro_in-the-garden-1902.jpg,12
114,Naive_Art_Primitivism/tarsila-do-amaral_maternidade-1938.jpg,15
115,Contemporary_Realism/jamie-wyeth_portrait-of-jean-kennedy-smith-1972.jpg,6
116,High_Renaissance/titian_portrait-of-a-man-munich-1513.jpg,11
117,Symbolism/mikhail-vrubel_flight-of-faust-and-mephisto-1886.jpg,24
118,Romanticism/caspar-david-friedrich_flat-country-shank-at-bay-of-greifswald-1834.jpg,23
119,Romanticism/gustave-dore_the-conversion-of-st-paul-1866.jpg,23
120,Impressionism/edgar-degas_dancer-adjusting-her-sandel-1.jpg,12
121,High_Renaissance/leonardo-da-vinci_landscape-near-pisa.jpg,11
122,High_Renaissance/raphael_the-holy-family-with-a-lamb-1507.jpg,11
123,Expressionism/henri-matisse_the-painter-and-his-model-1917.jpg,9
124,Naive_Art_Primitivism/marc-chagall_window-in-artist-s-studio-1976.jpg,15
125,Symbolism/mikhail-vrubel_flowers.jpg,24
126,Impressionism/panayiotis-tetsis_portrait-of-a-man.jpg,12
127,Art_Nouveau_Modern/wilhelm-kotarbinski_cleopatra.jpg,3
128,Realism/eugene-boudin_the-beach-at-trouville-1863.jpg,21
129,Northern_Renaissance/jean-fouquet_marriage-of-charles-iv-and-marie-of-luxembourg.jpg,17
130,Expressionism/pierre-alechinsky_untitled-from-the-portfolio-with-the-grain-of-the-wood-au-fil-du-bois-5-1973.jpg,9
131,Early_Renaissance/pietro-perugino_the-miracles-of-san-bernardino-the-healing-of-a-young.jpg,8
132,Pointillism/marsden-hartley_the-ice-hole-1908.jpg,18
133,Symbolism/pierre-puvis-de-chavannes_hope-1872.jpg,24
134,Impressionism/nikolay-bogdanov-belsky_reading-girls.jpg,12
135,Post_Impressionism/pierre-bonnard_cow-behind-a-tree.jpg,20
136,Impressionism/claude-monet_saint-lazare-station-track-coming-out.jpg,12
137,Realism/vincent-van-gogh_peasant-woman-head-1885.jpg,21
138,Romanticism/vasily-polenov_crossing-of-the-river-oyat-1872.jpg,23
139,Symbolism/gustave-moreau_the-muses-leaving-their-father-apollo-to-go-out-and-light-the-world-1868.jpg,24
140,Expressionism/zinaida-serebriakova_musicians-arab-and-negro-1928.jpg,9
141,Naive_Art_Primitivism/fernando-botero_oranges.jpg,15
142,Impressionism/pierre-auguste-renoir_portrait-of-gabrielle.jpg,12
143,Naive_Art_Primitivism/louis-vivin_venice-canal-scene-with-a-bridge.jpg,15
144,Romanticism/taras-shevchenko_in-pereiaslav-the-church-of-the-intercession-1845.jpg,23
145,Post_Impressionism/vincent-van-gogh_garden-with-weeping-willow-1888(1).jpg,20
146,Post_Impressionism/david-burliuk_portrait-of-a-young-woman(1).jpg,20
147,Symbolism/nicholas-roerich_gilgit-road-1925.jpg,24
148,Cubism/pablo-picasso_head-1913.jpg,25
149,Realism/ivan-vladimirov_sister-of-mercy.jpg,21
150,Art_Nouveau_Modern/edmund-dulac_all-are-but-stories-the-rubaiyat-of-omar-khayyam.jpg,3
151,Impressionism/pierre-auguste-renoir_spring-at-catou-1873.jpg,12
152,Realism/ivan-shishkin_forest-4.jpg,21
153,Rococo/pietro-longhi_the-sacrament-of-marriage.jpg,22
154,Symbolism/martiros-saryan_landscape-1929.jpg,24
155,Post_Impressionism/vincent-van-gogh_head-of-a-man(1).jpg,20
156,Art_Nouveau_Modern/aubrey-beardsley_isolde.jpg,3
157,Realism/nikolai-ge_not_detected_252978.jpg,21
158,Post_Impressionism/maxime-maufra_the-beach-at-morgat-finistere-1899.jpg,20
159,Expressionism/lynd-ward_not-detected-272518.jpg,9
160,Realism/william-adolphe-bouguereau_cupid-with-butterfly-1888.jpg,21
161,Impressionism/william-merritt-chase_lydia-field-emmet.jpg,12
162,Early_Renaissance/benozzo-gozzoli_st-sebastian-intercessor-1465.jpg,8
163,Symbolism/nicholas-roerich_monhigan-vagueness-1922.jpg,24
164,Symbolism/nicholas-roerich_guga-chohan-kuluta-1931.jpg,24
165,Baroque/david-teniers-the-younger_the-alchemist.jpg,4
166,Impressionism/konstantin-korovin_summer-evening-on-the-porch-1922.jpg,12
167,Realism/ilya-repin_head-of-a-man.jpg,21
168,Naive_Art_Primitivism/kazimir-malevich_woman-s-head-in-profile-1912.jpg,15
169,Expressionism/zinaida-serebriakova_anna-akhmatova-1922.jpg,9
170,Northern_Renaissance/albrecht-durer_the-holy-georg.jpg,17
171,Romanticism/edward-burne-jones_the-merciful-knight-1863.jpg,23
172,Symbolism/nicholas-roerich_mount-m-1931.jpg,24
173,Realism/vincent-van-gogh_peasant-woman-seen-against-the-window-head-and-whole-figure-1885.jpg,21
174,Naive_Art_Primitivism/grã©goire-michonze_in-the-village-1978.jpg,15
175,Symbolism/gustave-moreau_salome-in-prison-1876.jpg,24
176,Northern_Renaissance/pieter-bruegel-the-elder_summer-1568.jpg,17
177,Expressionism/martiros-saryan_apple-trees-in-blossom-1912.jpg,9
178,Baroque/willem-kalf_interior-of-a-kitchen-1644.jpg,4
179,Baroque/canaletto_london-whitehall-and-the-privy-garden-looking-north.jpg,4
180,Expressionism/jean-fautrier_nature-morte-aux-poires-1928.jpg,9
181,Realism/giovanni-boldini_portrait-of-mme-lina-cavalieri-1901.jpg,21
182,Mannerism_Late_Renaissance/paolo-veronese_boy-with-a-greyhound.jpg,13
183,Art_Nouveau_Modern/alphonse-mucha_beer-of-the-meuse-1897.jpg,3
184,Post_Impressionism/panayiotis-tetsis_cityscape.jpg,20
185,Impressionism/claude-monet_entrance-to-the-port-of-honfleur.jpg,12
186,Expressionism/jean-david_port-scene.jpg,9
187,Art_Nouveau_Modern/gustav-klimt_the-women-friends-1917.jpg,3
188,Expressionism/neil-welliver_amon-s-orchard.jpg,9
189,Impressionism/camille-pissarro_steamboats-in-the-port-of-rouen-1896.jpg,12
190,Baroque/jacob-jordaens_diogenes-searching-for-an-honest-man.jpg,4
191,Romanticism/konstantin-makovsky_in-artist-s-workshop.jpg,23
192,High_Renaissance/titian_the-annunciation.jpg,11
193,Ukiyo_e/keisai-eisen_beauty-and-sumida-river-edo-meisho-bijin-awase-1820.jpg,26
194,Symbolism/odilon-redon_the-departure.jpg,24
195,Post_Impressionism/tom-thomson_lightning-canoe-lake-1915.jpg,20
196,Cubism/willi-baumeister_seated-figure-abstracted-1926.jpg,7
197,Impressionism/vasile-popescu_terrace-of-the-royal-palace-in-balchik-1933.jpg,12
198,Northern_Renaissance/hans-memling_barbara-de-vlaenderberch-1475.jpg,17
199,Art_Nouveau_Modern/eliseu-visconti_selo-100-reis.jpg,3
200,Art_Nouveau_Modern/nicholas-roerich_berendey-s-sloboda-1912.jpg,3
201,High_Renaissance/michelangelo_study-to-pieta-1.jpg,11
202,Fauvism/stanley-pinker_lazing-in-the-sand-dunes.jpg,10
203,Romanticism/theodor-aman_battle-of-alma-1855.jpg,23
204,Expressionism/carlos-orozco-romero_woman-with-hat.jpg,9
205,Romanticism/ford-madox-brown_dalton-collecting-marsh-fire-gas-1893.jpg,23
206,Mannerism_Late_Renaissance/paolo-veronese_portrait-of-agostino-barbarigo.jpg,13
207,Symbolism/nicholas-roerich_st-sergius-hermitage-1933.jpg,24
208,Impressionism/giovanni-boldini_portrait-of-georges-de-bellio-1828-94-1894.jpg,12
209,Art_Nouveau_Modern/edmund-dulac_the-pearl-of-the-elephant-from-the-kingdom-of-the-pearl.jpg,3
210,Art_Nouveau_Modern/paul-mathiopoulos_girl-with-a-rose-1950.jpg,3
211,Expressionism/umberto-boccioni_a-futurist-evening-in-milan.jpg,9
212,Baroque/adriaen-van-ostade_a-baker.jpg,4
213,Impressionism/paul-gauguin_corner-of-the-garden-rue-carsal.jpg,12
214,Impressionism/francisc-sirato_mangalia-street-1930.jpg,12
215,Rococo/antoine-pesne_queen-elisabeth-christine.jpg,22
216,Early_Renaissance/leonardo-da-vinci_design-for-a-giant-crossbow-1482.jpg,8
217,Baroque/gian-lorenzo-bernini_self-portrait-as-a-mature-man-1635(3).jpg,4
218,Realism/vasily-vereshchagin_after-the-attack-dressing-station-near-plevna-1881.jpg,21
219,Ukiyo_e/utagawa-kuniyoshi_woman-samurai.jpg,26
220,Romanticism/david-wilkie_the-chelsea-pensioners-reading-the-waterloo-dispatch-1822.jpg,23
221,Naive_Art_Primitivism/maria-primachenko_i-give-you-kyiv-these-polissia-flowers-and-this-bright-sun-1982.jpg,15
222,Impressionism/pierre-auguste-renoir_vera-sertine-renoir-1914.jpg,12
223,Realism/ilya-repin_portrait-of-an-unknown-woman.jpg,21
224,Post_Impressionism/nikola-tanev_center-1948.jpg,20
225,Baroque/anthony-van-dyck_portrait-of-a-young-general-1627.jpg,4
226,Symbolism/tivadar-kosztka-csontvary_break-out-of-zrinyi-1903.jpg,24
227,Impressionism/joaquã­n-sorolla_valencia-two-little-girls-on-a-beach-1904.jpg,12
228,Fauvism/pyotr-konchalovsky_spanish-woman-1910.jpg,10
229,Romanticism/thomas-moran_summer-landscape-with-cows-1856.jpg,23
230,Impressionism/camille-pissarro_in-the-hospital.jpg,12
231,Impressionism/basuki-abdullah_blooming-flamboyant.jpg,12
232,Northern_Renaissance/albrecht-durer_angel-fair.jpg,17
233,Baroque/gerard-terborch_the-message.jpg,4
234,Impressionism/john-singer-sargent_granada-sunspots-1912.jpg,12
235,Early_Renaissance/domenico-ghirlandaio_st-john-the-evangelist-1490.jpg,8
236,Early_Renaissance/piero-della-francesca_heraclius-restores-the-cross-to-jerusalem-1464(1).jpg,8
237,Post_Impressionism/gustave-loiseau_cliffs-at-saint-jouin-1908.jpg,20
238,Impressionism/edgar-degas_dancer-putting-on-her-slipper-1896.jpg,12
239,Art_Nouveau_Modern/franklin-carmichael_waterfalls-on-the-way-into-nellie-lake.jpg,3
240,Realism/ivan-shishkin_at-the-edge-of-the-forest-1885.jpg,21
241,Impressionism/eva-gonzales_portrait-of-jeanne-gonzales-in-profile.jpg,12
242,Post_Impressionism/henri-matisse_dishes-and-fruit-on-a-red-and-black-carpet-1901.jpg,20
243,Abstract_Expressionism/frank-stella_libertina-1995.jpg,0
244,Symbolism/nicholas-roerich_himalayas-48.jpg,24
245,Mannerism_Late_Renaissance/tintoretto_crucifixion-1565.jpg,13
246,Romanticism/orest-kiprensky_readers-of-newspapers-in-naples-1831.jpg,23
247,Art_Nouveau_Modern/nicholas-roerich_martyr-mercurius-of-smolensk-1918.jpg,3
248,Romanticism/john-trumbull_the-surrender-of-lord-cornwallis-1820.jpg,23
249,Baroque/frans-hals_pieter-cornelisz-van-der-morsch-1616.jpg,4
250,Impressionism/mario-zanini_n-feminino.jpg,12
251,Realism/john-singer-sargent_gondolier-1905.jpg,21
252,Realism/thomas-eakins_portrait-of-florence-einstein-1905.jpg,21
253,Impressionism/giovanni-boldini_the-beauty-before-the-mirror.jpg,12
254,Post_Impressionism/theo-van-rysselberghe_cherries.jpg,20
255,Impressionism/konstantin-korovin_portrait-of-chaliapin-1921.jpg,12
256,Post_Impressionism/bela-czobel_coastal-view-with-barges-1930.jpg,20
257,Contemporary_Realism/eric-fischl_krefeld-project-bedroom-scene-1.jpg,6
258,Realism/james-tissot_summer.jpg,21
259,Realism/william-adolphe-bouguereau_a-little-coaxing-1890.jpg,21
260,Post_Impressionism/paul-cezanne_the-arc-valley-1888.jpg,20
261,Realism/theodore-rousseau_boat-on-a-river-lined-with-trees.jpg,21
262,Realism/john-singer-sargent_mrs-charles-f-st-clair-anstruther-thompson-nee-agnes-1898.jpg,21
263,Post_Impressionism/henri-de-toulouse-lautrec_portrait-of-octave-raquin-1901.jpg,20
264,Impressionism/eugene-boudin_rotterdam-a-corner-of-the-basin-1877.jpg,12
265,Minimalism/richard-serra_fulcrum-1987.jpg,14
266,Baroque/joseph-wright_self-portrait-at-the-age-of-about-twenty.jpg,4
267,Impressionism/rudolf-schweitzer-cumpana_drum-de-iarn-prin-p-dure-1960.jpg,12
268,Impressionism/adam-baltatu_houses-in-bretania-1.jpg,12
269,Baroque/frans-snyders_still-life-with-fruit-dead-game-vegetables-a-live-monkey-squirrel-and-cat.jpg,4
270,Impressionism/valentin-serov_self-portrait-1901.jpg,12
271,Impressionism/paul-cezanne_portrait-of-victor-chocquet-seated.jpg,12
272,Abstract_Expressionism/paul-jenkins_not_detected_235726.jpg,0
273,Naive_Art_Primitivism/marc-chagall_couple-and-basket-with-fruits.jpg,15
274,Baroque/francesco-guardi_venice-the-dogana-with-the-giudecca.jpg,4
275,Romanticism/ivan-aivazovsky_bosphorus-by-moonlight-1874.jpg,23
276,Realism/konstantin-somov_portrait-of-n-vysotskaya.jpg,21
277,Fauvism/pyotr-konchalovsky_misha-go-out-for-a-beer-1926.jpg,10
278,Baroque/bartolome-esteban-murillo_a-girl-with-fruits-1660.jpg,4
279,Ukiyo_e/katsushika-hokusai_a-depiction-of-sun-wukong-wielding-his-staff.jpg,26
280,Art_Nouveau_Modern/konstantin-korovin_set-design-for-the-ballet-ts-puni-humpbacked-horse-1914.jpg,3
281,Romanticism/alphonse-mucha_portrait-of-a-girl-1913.jpg,23
282,Impressionism/james-mcneill-whistler_harper-pennington-1882.jpg,12
283,Realism/gustave-courbet_chateau-du-chillon-1875.jpg,21
284,Art_Nouveau_Modern/koloman-moser_design-for-the-austrian-jubilee-stamp-with-view-of-the-vienna-hofburg-1908.jpg,3
285,Impressionism/henri-martin_woman-washing-clothes-in-river.jpg,12
286,Realism/ivan-kramskoy_portrait-of-vera-nikolaevna-tretyakova-1876.jpg,21
287,High_Renaissance/correggio_portrait-of-a-gentlewoman-1519.jpg,11
288,Impressionism/pierre-auguste-renoir_marie-louise-durand-ruel-1898.jpg,12
289,Cubism/fernand-leger_still-life-1919.jpg,7
290,Realism/edouard-manet_pertuiset-lion-hunter-1881.jpg,21
291,Art_Nouveau_Modern/sergey-solomko_the-red-blood-of-garibaldi-1914.jpg,3
292,Impressionism/edgar-degas_dancer-seated-study-1872.jpg,12
293,Northern_Renaissance/pieter-bruegel-the-elder_conversion-of-st-paul-1567.jpg,17
294,Minimalism/sam-francis_sfp83-52-1983.jpg,7
295,Impressionism/mikhail-nesterov_a-hand-with-flowers.jpg,12
296,Romanticism/orest-kiprensky_portrait-of-the-abbot-sartori-1818.jpg,23
297,Realism/pericles-pantazis_still-life-and-woman.jpg,21
298,Expressionism/akseli-gallen-kallela_the-abduction-of-sampo-1905.jpg,9
299,Minimalism/genevieve-asse_shared-space-2004.jpg,14
300,Minimalism/john-mccracken_untitled.jpg,14
301,Baroque/rembrandt_baerte-martens-wife-of-herman-doomer.jpg,4
302,Romanticism/jan-matejko_richensa-of-lotharingia.jpg,23
303,Impressionism/william-merritt-chase_still-liife-with-china-vase-copper-pot-an-apple-and-a-bunch-of-grapes.jpg,12
304,Minimalism/helen-frankenthaler_untitled-1967.jpg,7
305,High_Renaissance/leonardo-da-vinci_the-proportions-of-the-human-figure-the-vitruvian-man-1492.jpg,11
306,Art_Nouveau_Modern/gustav-klimt_standing-woman-in-kimono-dame-im-kimono-1918.jpg,3
307,Rococo/vladimir-borovikovsky_catherine-gavrilovna-gagarina.jpg,22
308,Cubism/salvador-dali_siphon-and-small-bottle-of-rum.jpg,7
309,Impressionism/john-henry-twachtman_the-brook-greenwich-connecticut-aka-horseneck-falls-greenwich-connecticut-1900.jpg,12
310,Baroque/adriaen-brouwer_feeling.jpg,4
311,Symbolism/salvador-dali_da-mihi-bibere-ecclesiastes-12-1-1967.jpg,24
312,Post_Impressionism/marcel-duchamp_portrait-of-dr-ferdinand-tribout-1910.jpg,20
313,Romanticism/orest-kiprensky_john-the-baptist-baptizing-people-1819.jpg,23
314,Naive_Art_Primitivism/grã©goire-michonze_birds.jpg,15
315,Expressionism/henri-matisse_still-life-with-lemons-1943.jpg,9
316,Romanticism/fyodor-solntsev_royal-and-nobleman-clothing-of-the-xvii-century.jpg,23
317,Impressionism/eugene-boudin_bordeaux-boats-on-the-garonne.jpg,12
318,Realism/boris-kustodiev_portrait-of-i-ivanova-1926.jpg,21
319,Realism/ilya-repin_zaporozhets.jpg,21
320,Post_Impressionism/bertalan-por_margitka-1938.jpg,20
321,Baroque/jusepe-de-ribera_the-immaculate-1630.jpg,4
322,Realism/thomas-eakins_john-biglin-in-a-single-scull-1874-1.jpg,21
323,Romanticism/gheorghe-tattarescu_marioara-the-daughter-of-the-painter.jpg,23
324,Romanticism/ivan-aivazovsky_the-ship-thrown-on-the-rocks-1874.jpg,23
325,Naive_Art_Primitivism/grandma-moses_the-rainbow-1961.jpg,15
326,Baroque/rembrandt_portrait-of-an-old-man-in-red-1654.jpg,4
327,Post_Impressionism/grace-cossington-smith_bed-time-1922.jpg,20
328,Minimalism/richard-diebenkorn_ocean-park-no-19.jpg,7
329,Realism/jean-francois-millet_a-stonemason.jpg,21
330,Realism/john-singer-sargent_w-graham-robertson-1894.jpg,21
331,Rococo/joshua-reynolds_self-portrait-1788.jpg,22
332,Symbolism/kuzma-petrov-vodkin_drawing-a-picture-of-the-witch-1908.jpg,24
333,Post_Impressionism/martiros-saryan_ashtarak-in-hazy-day-1954.jpg,20
334,Impressionism/camille-pissarro_route-du-fond-in-hermitage-pontoise-1877.jpg,12
335,Post_Impressionism/paul-serusier_landscape-1912.jpg,20
336,Impressionism/eugene-boudin_portrieux-boats-at-anchor-in-port-1873.jpg,12
337,Impressionism/william-merritt-chase_an-italian-garden.jpg,12
338,Naive_Art_Primitivism/raoul-dufy_console-with-two-windows-1948.jpg,15
339,Impressionism/zinaida-serebriakova_neskuchnoye-field-1912.jpg,12
340,Romanticism/william-turner_the-angel-standing-in-the-sun.jpg,23
341,Romanticism/fyodor-bronnikov_self-portrait-1856.jpg,23
342,Contemporary_Realism/john-miller_coconut-beach.jpg,6
343,Symbolism/nicholas-roerich_sketch-of-lamp-and-tsar-cannon-for-rimsky-korsakovs-opera-1919.jpg,24
344,Romanticism/rudolf-von-alt_view-of-ischl-1830.jpg,23
345,Impressionism/alfred-sisley_poplars-a-moret-sur-loing-an-august-afternoon-1888.jpg,12
346,Cubism/juan-gris_the-siphon-1913.jpg,25
347,Impressionism/pierre-auguste-renoir_landscape-sketch-1917.jpg,12
348,Art_Nouveau_Modern/nicholas-roerich_voivode-1913.jpg,3
349,Baroque/frans-hals_portrait-of-willem-van-heythuysen.jpg,4
350,Abstract_Expressionism/elaine-de-kooning_home-1953.jpg,0
351,Early_Renaissance/sandro-botticelli_madonna-of-the-sea(1).jpg,8
352,Naive_Art_Primitivism/fernando-botero_still-life-with-watermelon.jpg,15
353,Cubism/oscar-dominguez_toros-1950.jpg,7
354,Realism/vasily-perov_amateur-1862.jpg,21
355,Realism/jean-francois-millet_portrait-of-pauline-ono-1844.jpg,21
356,Expressionism/august-macke_sailing-boat-on-the-tegernsee.jpg,9
357,Art_Nouveau_Modern/zinaida-serebriakova_in-ballet-dressing-room-1924.jpg,3
358,Realism/pyotr-konchalovsky_portrait-of-worker-yakobchenko-1938.jpg,21
359,Cubism/georges-braque_the-pedestal-1938.jpg,7
360,Art_Nouveau_Modern/boris-kustodiev_blue-house-1920.jpg,3
361,Impressionism/konstantin-korovin_autumn-young-woman-in-a-garden-1891.jpg,12
362,Art_Nouveau_Modern/michel-simonidy_the-three-graces.jpg,3
